time,lineID,stationID,deviceID,status,userID,payType,destinationStation,timeAtDestination
2023-02-20 12:30:25,B,52,1586,1,B6c3cc69f98066feb1ba971c151c14ec3,1,55,2023-02-20 13:04:25
2020-02-26 01:33:35,A,6,2094,1,Db3e91fb1c12b309d28c1e5a38d75c51c,2,51,2020-02-26 02:22:35
2024-04-09 18:22:19,A,17,1588,1,D00e2f382acb34db4ea81b74baa9836f0,2,35,2024-04-09 18:54:19
2019-07-08 13:52:04,B,39,3018,0,D3dd95b8cffc8db3db4ce889762fb3f3f,1,60,2019-07-08 14:44:04
2022-09-30 16:20:23,C,66,3471,0,Dd40097f35d66cd873567ad5c72353667,1,11,2022-09-30 17:09:23
2024-09-27 21:51:19,A,65,3061,1,D91b8c6cc6a7fb20aa5888ec8a8d89805,3,31,2024-09-27 22:09:19
2019-03-07 10:04:19,B,62,3192,1,D09f9847a0f1af49433d8c0de571fa70c,3,40,2019-03-07 10:46:19
2019-06-01 11:43:20,B,26,3637,1,D53d8a9953aed575967c1c5a301da3abf,3,31,2019-06-01 11:50:20
2020-09-16 20:09:57,B,42,900,0,D2ffcc0a7cd35e1f980f7e0e19f02aed7,3,48,2020-09-16 20:41:57
2020-02-23 11:04:29,B,76,903,0,D13a733ea92812171424bff6891ea6219,3,30,2020-02-23 11:24:29
2024-03-31 23:30:01,B,77,1368,1,D114ddd0528a13b4dbefdf4564ca32ed0,3,72,2024-04-01 00:11:01
2024-12-03 02:19:27,C,3,2040,1,D91deded3fd4389d9fcb15c5b29f392e0,1,43,2024-12-03 02:26:27
2019-09-16 03:40:36,A,64,201,1,Db3e91fb1c12b309d28c1e5a38d75c51c,2,11,2019-09-16 04:12:36
2023-06-07 17:04:08,A,51,2096,0,D9a1246cc45873dd8ed918f7e42952a70,3,5,2023-06-07 17:27:08
2022-05-01 07:00:32,B,39,2092,0,Dc74861d9b27a11b8e6c06d353d8fdf83,2,58,2022-05-01 07:16:32
2020-06-26 02:15:46,C,58,2321,1,D94d76e7042c0d962849be670fd7dfa0e,3,66,2020-06-26 03:05:46
2023-03-11 07:00:17,C,43,2665,0,Df57af6ee2835f086c6e30f089f74fa5d,2,45,2023-03-11 07:28:17
2023-07-21 10:44:16,A,49,3062,1,Dc7614689fad517e79acd280bb8ad6054,3,6,2023-07-21 11:26:16
2019-04-19 07:18:50,A,31,1908,0,Da58ddf377d97cfec6e7406c10f490584,3,31,2019-04-19 07:23:50
2021-11-29 21:24:14,C,33,1226,0,D931618eeb0889539e26c8ffa6ccb3240,1,3,2021-11-29 22:12:14
2022-01-16 23:01:22,A,4,195,1,Df9971cecfeec6abcbc94e713ca32cedd,3,27,2022-01-16 23:33:22
2021-03-30 05:26:20,B,11,2702,0,D2852375dc1063d4d119cdb4179e5eb12,1,5,2021-03-30 05:55:20
2021-03-08 08:31:56,B,62,3450,1,D4cee7b16e4aac0ac10690b0440eb905a,2,18,2021-03-08 09:13:56
2024-08-15 06:59:17,A,24,2328,0,B4d93ef8e4df27c58782cc711f1a36640,2,33,2024-08-15 07:28:17
2019-09-17 05:59:35,B,39,195,1,D6c76ac28f08b7079b6b4069f9fed96b8,2,40,2019-09-17 06:27:35
2022-04-21 01:04:27,A,42,1839,0,Db055c1224aeaa16c6d9f85d849116fbc,3,64,2022-04-21 01:29:27
2019-08-12 14:12:09,C,48,946,0,D9875a5f44f3ddfaa328e81d41cdaf4a3,3,64,2019-08-12 14:47:09
2024-02-06 07:30:47,A,24,2417,0,D39c6e8ac412148bb548c876813123cc3,1,5,2024-02-06 07:36:47
2020-04-18 08:36:53,B,73,1524,0,D9f785215248cde053832ff8edd333865,1,6,2020-04-18 08:43:53
2022-12-23 20:24:43,C,48,1483,1,D77275ad983b1e6c5830451e1c96286c0,3,49,2022-12-23 20:31:43
2023-07-03 15:46:22,B,15,3560,0,C873c03f0bcfe30e3f82265e7268f15ba,2,42,2023-07-03 15:51:22
2022-10-27 09:34:46,C,79,244,1,D020cb6ffe02694a533fdf21aaf26b65f,2,4,2022-10-27 10:13:46
2024-12-13 02:32:59,C,51,109,1,D09d33f03032f74f98a7dcfc4f2559afb,3,64,2024-12-13 03:30:59
2024-10-11 10:20:50,C,72,237,1,D0e80cedf60de8ac6593bb6ed688b61aa,2,3,2024-10-11 10:59:50
2019-07-22 13:03:12,C,48,197,0,D31567fa6233ede9a949ef1a6e8423af0,1,43,2019-07-22 13:16:12
2022-04-26 14:09:46,B,31,2706,0,Da18863416f37905b90d62baae8f087f7,3,49,2022-04-26 14:15:46
2022-07-16 22:45:19,B,79,2669,1,D7aef117724d387ad858ae3332367d533,2,44,2022-07-16 22:50:19
2024-08-18 13:39:52,A,78,1950,0,D53d8a9953aed575967c1c5a301da3abf,3,48,2024-08-18 14:01:52
2023-07-30 02:36:11,B,30,245,0,Cfbbbe963f509298922dfa25851baefb3,3,7,2023-07-30 03:05:11
2019-10-24 08:39:59,A,18,1629,1,D784bd409ef5499ff0ede8a3ac73b3676,1,35,2019-10-24 09:33:59
2024-07-26 15:39:24,B,73,2644,0,D96b427fd3a31c894a43d5146e90fd020,1,80,2024-07-26 16:17:24
2021-06-30 12:43:26,C,61,1950,0,D0432efe06e752417190bd1574fc080d6,1,3,2021-06-30 13:29:26
2019-11-20 15:26:27,B,61,141,0,D61396878b67e897ebbed156ca92ca9d2,3,30,2019-11-20 15:47:27
2020-08-02 21:31:32,B,43,246,0,Db34807b7ab5f1fd5bd4613e26f20f0c0,2,7,2020-08-02 21:41:32
2020-11-28 07:22:46,A,11,2562,1,B05108ae1cd463c0c66229ce21e00834f,2,62,2020-11-28 07:57:46
2024-09-13 17:45:04,B,48,3444,1,D4d28a9b25c13fd3c60cbe69b34b2f05a,2,50,2024-09-13 18:43:04
2021-10-02 03:58:19,B,66,954,0,Dda3fd1b4d5b506e44f2f3e274a9fd046,1,20,2021-10-02 04:55:19
2024-11-20 15:47:31,B,23,3474,1,Dff793ca6e8da55cc0a2d270b91c9e061,3,23,2024-11-20 16:18:31
2024-03-24 00:13:19,C,72,3474,1,Ded3a217aca17d30e5b7a63f794f36caa,1,44,2024-03-24 00:56:19
2024-06-06 16:57:01,C,24,777,1,D8c9925719a859f14ead75367f68e0a06,2,61,2024-06-06 17:26:01
2020-08-27 20:20:11,B,57,1950,0,Df47ce178fddbcb21c97e436430f06442,1,45,2020-08-27 20:46:11
2022-10-14 16:01:25,C,6,2630,1,D53d8a9953aed575967c1c5a301da3abf,3,33,2022-10-14 16:51:25
2024-03-08 16:34:04,B,8,2096,1,D40cc3a78ef28cd839fb2d3536ff51744,2,80,2024-03-08 16:48:04
2019-09-25 22:22:10,B,77,2981,1,Dc471386525ea3dcccbe903f24685ecfc,3,35,2019-09-25 23:08:10
2022-02-20 09:03:12,C,77,3454,0,D21cc4736c309aad7132556497e9cca49,2,30,2022-02-20 09:19:12
2024-01-07 05:57:44,C,56,1882,1,Db34807b7ab5f1fd5bd4613e26f20f0c0,2,52,2024-01-07 06:09:44
2020-02-24 15:38:52,B,49,2325,0,D0328fba4176352096e84069837d240b4,2,8,2020-02-24 16:14:52
2021-03-01 14:21:38,A,49,243,0,D045cbc0c7396796e7804c70f84fd1966,2,16,2021-03-01 14:51:38
2020-02-03 22:06:43,B,43,2325,1,D8fd7de0a4cf4236caa897d0ca4704fc0,1,15,2020-02-03 23:04:43
2022-07-04 06:08:04,A,3,3469,0,Dfbce328bd01c146afd82cb5599c93fd1,1,20,2022-07-04 06:38:04
2023-05-18 17:22:01,B,64,2742,1,D557a8b793b94f184fd1b59e29705c68b,1,56,2023-05-18 17:45:01
2021-01-05 03:04:34,B,45,2418,1,Dc74861d9b27a11b8e6c06d353d8fdf83,3,31,2021-01-05 03:43:34
2023-11-30 19:52:52,A,39,2741,0,D83ea789accd95756cbdc14f1e6941c37,3,24,2023-11-30 20:23:52
2021-02-06 07:05:40,B,7,109,1,D25b0174f29aef9b515b0a610702a902d,3,4,2021-02-06 07:31:40
2022-06-09 20:39:25,B,59,3301,0,D1cc6b6ac7ab2b0b31952879a1686fc2b,1,37,2022-06-09 21:30:25
2024-09-04 13:50:27,C,73,2632,1,D5353529aafe12ae9153b99a304524122,2,40,2024-09-04 14:20:27
2024-11-23 08:57:49,C,31,2672,1,D4cee7b16e4aac0ac10690b0440eb905a,2,34,2024-11-23 09:33:49
2020-03-27 04:04:52,B,24,224,1,D91b8c6cc6a7fb20aa5888ec8a8d89805,2,24,2020-03-27 04:30:52
2022-06-29 22:08:32,A,55,3445,0,D1cc6b6ac7ab2b0b31952879a1686fc2b,3,51,2022-06-29 22:52:32
2023-02-19 05:38:11,C,76,1191,0,D557a8b793b94f184fd1b59e29705c68b,2,31,2023-02-19 06:29:11
2021-03-11 14:18:38,A,26,245,0,D4917d3b368b719cfd0fb10c4695853cc,3,61,2021-03-11 14:25:38
2023-07-02 14:29:41,B,78,2456,0,Dd2fcb10e3a10e0d0c1c63b7789f4b974,1,42,2023-07-02 15:23:41
2020-11-16 04:03:50,A,27,2631,0,D81b116954e164aecb340ca40d866a98e,2,4,2020-11-16 04:30:50
2022-09-23 07:14:51,C,77,3445,0,D805e084dce1ae0f36f49ea1ded61d48a,3,26,2022-09-23 07:58:51
2020-01-30 09:51:44,B,50,903,1,D4fdab754bdd7939ed8f2ec43ce5b0f91,3,32,2020-01-30 10:08:44
2023-06-04 07:19:23,B,69,1872,0,Dcfa034f53c54edf1d6eb08c8b334d855,2,71,2023-06-04 08:17:23
2021-11-14 13:40:04,B,52,2857,1,Db6f1308abc851a6772299839aba9414c,2,37,2021-11-14 13:46:04
2021-03-04 13:47:10,C,18,1519,0,D3fdc3c688dda6d1fe363605e73fe0c82,1,5,2021-03-04 14:22:10
2024-07-26 09:33:36,B,34,1882,1,D784bd409ef5499ff0ede8a3ac73b3676,2,32,2024-07-26 10:11:36
2024-02-02 10:19:29,A,59,2862,1,D020cb6ffe02694a533fdf21aaf26b65f,2,58,2024-02-02 10:31:29
2020-08-21 11:00:08,C,60,2095,1,D0d09294e1595b189e813b6ad4271e994,2,49,2020-08-21 11:37:08
2021-03-21 12:46:22,B,11,3451,0,Ddd40e83f8fdc70bcaea04007a88914e6,3,77,2021-03-21 12:56:22
2021-11-10 18:48:11,B,57,3475,1,Dcd0dd2a2468aa0c59c10a59de207abb2,3,72,2021-11-10 19:22:11
2020-02-23 23:38:52,C,56,3453,0,D020cb6ffe02694a533fdf21aaf26b65f,3,61,2020-02-23 23:57:52
2023-11-30 22:55:02,B,32,2783,0,Decd28a257126c451a5cd9116fc01080e,3,51,2023-11-30 23:46:02
2021-05-29 07:06:17,A,78,3558,0,D61396878b67e897ebbed156ca92ca9d2,2,80,2021-05-29 07:37:17
2023-07-29 23:23:36,C,55,222,0,D0432efe06e752417190bd1574fc080d6,1,30,2023-07-29 23:55:36
2021-08-01 00:50:12,C,44,2990,0,D1e83e9cffbbd90e0351aa97e4d50fa4d,2,26,2021-08-01 01:32:12
2020-10-25 06:19:35,C,42,2870,1,Dc2f62bcce9e20c2d56cf29489c6f5b3c,3,34,2020-10-25 06:35:35
2020-10-05 15:04:47,C,73,288,1,De2cd8aad3d8c9315f42f55fe330b0cd1,2,53,2020-10-05 15:43:47
2022-11-26 15:31:09,C,43,1945,1,D94d76e7042c0d962849be670fd7dfa0e,2,30,2022-11-26 16:04:09
2019-05-05 12:37:08,A,8,3330,0,D9e149bc5d0bfa0a77742c1b68c79afeb,3,77,2019-05-05 12:58:08
2024-08-22 02:12:17,A,7,2870,0,D955c17b0a3759e696c2425466717dafb,1,71,2024-08-22 02:56:17
2021-02-20 09:25:39,B,77,1221,0,D3dd95b8cffc8db3db4ce889762fb3f3f,2,76,2021-02-20 10:17:39
2024-02-26 16:12:29,A,32,224,0,Dfd3efdca9aa90c6c7aa3cf98bbcc5471,3,43,2024-02-26 16:40:29
2024-06-04 16:18:52,C,18,2093,0,D557a8b793b94f184fd1b59e29705c68b,1,34,2024-06-04 16:58:52
2019-04-11 17:01:55,B,3,3450,1,Dd2fcb10e3a10e0d0c1c63b7789f4b974,2,51,2019-04-11 17:22:55
2021-06-15 00:14:58,C,66,2387,0,Db6f1308abc851a6772299839aba9414c,1,26,2021-06-15 01:08:58
2023-07-03 17:17:27,B,59,1351,1,D3a4fb1112af893041d07b82d681da0cd,2,24,2023-07-03 17:42:27
2023-07-20 20:01:18,B,73,1910,0,D8964b57064db70da8d5ada96ab20aaf7,3,52,2023-07-20 20:11:18
2020-02-27 08:42:42,A,41,1555,1,Db1d6c7de51acee6086315de33609348c,3,26,2020-02-27 09:39:42
2023-07-06 22:24:08,B,27,1833,1,D79bf446caeede8ba6b2008f4335f5d94,3,31,2023-07-06 23:11:08
2022-03-19 12:34:35,B,18,198,0,Bec096a16432cbb6022a6508d4fc20232,1,15,2022-03-19 13:05:35
2020-09-02 10:58:18,C,64,3447,0,De834c8c5d4b76b4ac4af0604db5f38f1,1,6,2020-09-02 11:46:18
2020-12-04 13:45:18,B,65,2416,1,Df95fcbcab760d5324429f503633f4269,3,78,2020-12-04 14:06:18
2021-09-27 08:06:12,C,15,3598,1,Dabe07dfba20c308d4ae00a979d7775b3,1,76,2021-09-27 08:48:12
2021-03-26 07:05:02,A,6,3467,0,D4917d3b368b719cfd0fb10c4695853cc,2,23,2021-03-26 07:53:02
2022-09-08 10:37:23,B,3,1986,1,Df4c38af28ab0a59aa3833555486fec27,3,53,2022-09-08 10:45:23
2021-06-10 06:02:12,B,15,388,0,Da18863416f37905b90d62baae8f087f7,2,43,2021-06-10 06:47:12
2021-03-19 18:49:34,A,30,982,1,Dd03276d1781d30cb3f38369c5f42fcbe,1,43,2021-03-19 19:26:34
2023-11-19 00:10:21,C,15,1520,1,D55c508293f05c0af99b609748b73c203,1,11,2023-11-19 01:05:21
2020-02-12 18:54:42,A,11,1559,0,D381e01ffde865a06f38a5d91758061b3,3,80,2020-02-12 19:31:42
2024-07-24 05:13:01,C,51,3473,0,Da18863416f37905b90d62baae8f087f7,3,56,2024-07-24 06:11:01
2024-08-18 12:59:27,C,76,3638,1,D8f2961085a6c7a2fd8045ae7cd33eca3,1,3,2024-08-18 13:56:27
2024-03-01 03:53:25,A,60,1950,0,Dba67cffaa821f7bbb553cf9dba568678,2,76,2024-03-01 04:48:25
2023-02-16 22:47:00,A,78,196,0,D13a733ea92812171424bff6891ea6219,1,77,2023-02-16 23:46:00
2019-08-24 07:44:44,B,15,952,0,Dea632b560b1450f6284d87967c3c707f,2,39,2019-08-24 08:31:44
2021-08-21 15:54:24,A,55,2785,0,D0a8af72dc6a6dcf47c9d035a1dabf000,3,18,2021-08-21 16:52:24
2019-05-01 12:55:36,B,69,237,1,Dfa74cd8e72b58fdb0d505523625aadd0,1,44,2019-05-01 13:03:36
2023-04-10 08:53:16,A,33,3469,1,Dc0d0f1a4a6a9a6eefa65ed88eaf22de8,1,44,2023-04-10 09:01:16
2020-05-21 18:56:32,B,73,2703,0,Dbd850566f673e3768265cc258ea74fca,2,41,2020-05-21 19:25:32
2019-09-10 19:21:58,A,44,2858,1,Ddd321f5d2f6da519d50409024e47a591,1,50,2019-09-10 20:10:58
2019-10-01 18:34:21,C,49,235,0,Da0bc94fe7ef7a011d993bf0fcbfe008d,3,32,2019-10-01 18:47:21
2020-09-25 02:12:11,B,40,2644,1,D01bce2e21ae276261679da950e228708,2,27,2020-09-25 02:43:11
2024-10-22 03:17:47,B,76,109,0,B07638ebc4dd02336b731891e9c6262d8,2,55,2024-10-22 04:16:47
2019-03-29 17:50:23,C,79,2630,1,D11c3c483cdbbf9bd4c54a7f2369dbb4c,2,44,2019-03-29 18:34:23
2021-03-12 23:44:28,B,65,2673,1,D50a13f41e62c28f84205a5e2d99b442e,2,66,2021-03-13 00:27:28
2024-04-22 19:46:01,C,52,1957,0,Dd6c2fd15fb810ec59a19fa60b2ff058b,3,40,2024-04-22 20:03:01
2020-12-08 12:05:41,A,48,3560,0,D91b8c6cc6a7fb20aa5888ec8a8d89805,1,52,2020-12-08 12:48:41
2019-05-03 17:37:58,C,15,754,0,Cfbbbe963f509298922dfa25851baefb3,2,26,2019-05-03 18:21:58
2022-02-24 03:57:05,C,30,1674,1,Dff793ca6e8da55cc0a2d270b91c9e061,1,73,2022-02-24 04:26:05
2024-11-28 19:11:57,B,3,2041,1,D3741c9bca8f776ff5a56664132ed20b1,1,61,2024-11-28 19:42:57
2020-05-02 07:38:49,B,60,2856,0,Dfd3efdca9aa90c6c7aa3cf98bbcc5471,1,52,2020-05-02 07:50:49
2019-02-18 12:33:53,A,24,582,1,D045a19c9d41f734ee6ab1995666bf066,3,62,2019-02-18 13:29:53
2022-10-04 00:31:53,B,58,1234,1,D4817ff406236b19c655cbe4391d2d615,2,43,2022-10-04 00:36:53
2023-05-11 04:43:16,C,53,1629,0,D3dd95b8cffc8db3db4ce889762fb3f3f,2,52,2023-05-11 04:57:16
2021-05-01 21:34:37,A,23,108,1,D2f63870526ba25578df1ec88e475b8c7,2,66,2021-05-01 21:53:37
2022-03-06 22:20:23,C,26,2741,1,Db44e8c77e450d1623d674d5c33601414,1,73,2022-03-06 23:19:23
2022-03-05 00:46:17,B,42,1070,0,Daa09413a8c4c33422c715e48c3a05891,1,26,2022-03-05 01:33:17
2020-09-25 20:25:09,C,16,2990,1,D3a4fb1112af893041d07b82d681da0cd,3,20,2020-09-25 20:40:09
2023-11-06 17:05:29,C,65,2865,1,D0432efe06e752417190bd1574fc080d6,3,17,2023-11-06 17:45:29
2020-05-11 00:27:33,C,79,870,1,D784bd409ef5499ff0ede8a3ac73b3676,1,20,2020-05-11 00:38:33
2021-07-26 10:20:36,A,7,2453,1,D4fdab754bdd7939ed8f2ec43ce5b0f91,2,24,2021-07-26 10:37:36
2020-01-24 10:24:16,C,56,2512,1,D1d3abcbc5392164eb27426b959e5aff1,2,6,2020-01-24 11:18:16
2019-12-31 07:53:23,C,66,1054,1,D9c143b6dd1816ed9502b08cca6034c68,1,42,2019-12-31 08:47:23
2022-03-17 08:26:25,C,43,2992,0,D13494504113ef98886048deb3c950186,1,3,2022-03-17 09:22:25
2022-12-17 08:29:11,B,6,3472,1,Db44e8c77e450d1623d674d5c33601414,1,56,2022-12-17 08:51:11
2024-09-18 14:11:40,A,64,2981,0,Dfa74cd8e72b58fdb0d505523625aadd0,3,18,2024-09-18 15:00:40
2019-04-01 02:26:46,C,37,3016,1,D4fdab754bdd7939ed8f2ec43ce5b0f91,2,45,2019-04-01 03:23:46
2020-10-29 14:59:36,B,49,2785,1,D31567fa6233ede9a949ef1a6e8423af0,2,24,2020-10-29 15:41:36
2024-04-03 15:54:33,B,65,981,1,Cfbbbe963f509298922dfa25851baefb3,3,57,2024-04-03 16:09:33
2019-07-10 05:35:36,B,15,3638,0,D455de96e5f9d9a62ac3720632c3a707a,3,43,2019-07-10 06:24:36
2020-02-20 15:30:59,A,24,2418,0,Cfbbbe963f509298922dfa25851baefb3,1,65,2020-02-20 15:51:59
2019-05-25 16:59:10,C,55,2421,0,D990b438bd7ce01eeeb9a5e2a68973fe1,3,45,2019-05-25 17:55:10
2021-07-30 23:38:39,B,76,2862,1,D17214b02c38c0b851238ee6fe931496b,1,40,2021-07-31 00:07:39
2024-07-22 09:31:58,C,17,982,0,D557a8b793b94f184fd1b59e29705c68b,3,18,2024-07-22 10:19:58
2024-07-30 14:35:07,B,45,2668,1,Dd813a65205e62e93c2d17cd42837b6e2,3,56,2024-07-30 14:55:07
2022-05-03 22:45:26,C,45,1946,1,Daa09413a8c4c33422c715e48c3a05891,1,3,2022-05-03 23:25:26
2019-12-22 04:52:55,B,72,3454,0,D25b0174f29aef9b515b0a610702a902d,1,11,2019-12-22 05:21:55
2023-07-29 05:42:10,B,59,2990,0,D91deded3fd4389d9fcb15c5b29f392e0,2,32,2023-07-29 06:36:10
2019-03-14 17:58:54,C,57,2002,1,Ded3a217aca17d30e5b7a63f794f36caa,3,58,2019-03-14 18:09:54
2021-12-09 21:19:30,C,4,2387,1,Db44e8c77e450d1623d674d5c33601414,2,57,2021-12-09 21:26:30
2020-11-24 15:37:59,A,66,1985,1,D50a13f41e62c28f84205a5e2d99b442e,2,27,2020-11-24 16:07:59
2020-07-12 16:45:30,B,27,223,0,D045a8be73822f2fdf7975b87d23381b1,2,26,2020-07-12 17:20:30
2024-02-27 02:32:53,C,17,3447,0,D09d33f03032f74f98a7dcfc4f2559afb,2,45,2024-02-27 03:22:53
2019-07-26 00:39:19,A,56,1054,1,Bd08a71a61266d8a5138e33e3902fdddb,1,45,2019-07-26 01:14:19
2023-06-18 14:14:09,C,59,200,0,D55c508293f05c0af99b609748b73c203,1,60,2023-06-18 14:50:09
2024-10-07 11:28:45,C,48,777,1,Dda3fd1b4d5b506e44f2f3e274a9fd046,1,59,2024-10-07 12:22:45
2020-04-08 14:18:39,B,57,1072,0,D8f2961085a6c7a2fd8045ae7cd33eca3,3,6,2020-04-08 14:42:39
2021-01-02 04:39:28,A,77,3447,0,D5b34c0a1004ce8c4d1adce2a26a20d9d,3,26,2021-01-02 04:59:28
2024-03-25 22:31:31,A,64,383,1,D784bd409ef5499ff0ede8a3ac73b3676,1,49,2024-03-25 22:53:31
2024-01-18 01:07:46,B,43,292,0,D3741c9bca8f776ff5a56664132ed20b1,2,45,2024-01-18 01:16:46
2019-04-03 07:48:49,C,11,3062,1,D784bd409ef5499ff0ede8a3ac73b3676,1,48,2019-04-03 08:14:49
2021-12-22 00:59:46,A,73,944,0,Db3b9810cd3b3533e5d695d5caf625c7e,3,11,2021-12-22 01:28:46
2019-08-17 19:10:08,A,8,2664,1,Ddff34380e72814c53319ae413401873b,3,39,2019-08-17 19:26:08
2019-10-31 08:02:07,B,59,2869,1,Dea632b560b1450f6284d87967c3c707f,3,4,2019-10-31 08:08:07
2022-01-31 19:54:45,C,61,982,1,D9611ac08ae449dd3eb05c6c84fdf0075,1,44,2022-01-31 20:28:45
2021-11-13 05:13:37,C,20,3018,1,Ddff34380e72814c53319ae413401873b,3,11,2021-11-13 06:03:37
2024-02-25 03:42:23,A,59,3469,0,D61396878b67e897ebbed156ca92ca9d2,3,43,2024-02-25 04:05:23
2021-11-08 14:28:33,A,41,300,1,D1d3abcbc5392164eb27426b959e5aff1,2,5,2021-11-08 14:38:33
2023-11-07 06:48:58,C,60,1674,1,D0e80cedf60de8ac6593bb6ed688b61aa,3,5,2023-11-07 07:22:58
2024-06-09 17:43:34,C,59,1833,0,D0432efe06e752417190bd1574fc080d6,2,60,2024-06-09 17:54:34
2024-06-16 16:33:41,C,77,1351,1,D931618eeb0889539e26c8ffa6ccb3240,1,24,2024-06-16 17:16:41
2019-04-06 18:06:25,A,56,3062,1,D75b07cdcfddcb42273cc64ee4b69abfc,2,62,2019-04-06 18:18:25
2024-07-31 01:25:40,C,40,2632,0,Da18863416f37905b90d62baae8f087f7,1,49,2024-07-31 02:03:40
2022-10-24 02:28:43,A,35,286,0,D1d0b424053f309141e5ef94edf56b518,3,79,2022-10-24 03:16:43
2024-01-26 17:07:40,B,55,2979,0,De2097f16101efa13bb91c63070b089cd,2,26,2024-01-26 17:38:40
2022-09-25 07:45:01,B,56,2867,0,D07994e324f27c67e88299a4cd04c4db5,1,15,2022-09-25 08:36:01
2023-04-06 18:51:59,A,66,224,1,D9c143b6dd1816ed9502b08cca6034c68,3,33,2023-04-06 19:47:59
2023-03-18 11:26:09,B,30,2321,1,Dad61690a6b30e77b760fb113ab1cdfdb,2,59,2023-03-18 12:06:09
2023-04-28 12:37:17,B,61,391,0,Dfbce328bd01c146afd82cb5599c93fd1,2,26,2023-04-28 13:24:17
2022-03-20 10:06:39,C,15,1481,1,D19c5c7cdc19e341f7ef39ec477a773c1,1,73,2022-03-20 10:15:39
2022-12-05 09:39:17,B,26,2461,1,D381e01ffde865a06f38a5d91758061b3,3,62,2022-12-05 10:24:17
2019-01-17 01:42:40,C,66,3638,1,D045a19c9d41f734ee6ab1995666bf066,3,31,2019-01-17 02:07:40
2022-05-17 19:36:43,A,58,2085,1,D11c3c483cdbbf9bd4c54a7f2369dbb4c,1,78,2022-05-17 20:25:43
2019-09-10 19:18:35,C,40,981,0,Df385a6864ca2759f9c098bc233ef3df6,2,60,2019-09-10 19:41:35
2019-01-01 17:11:36,C,53,201,1,D9875a5f44f3ddfaa328e81d41cdaf4a3,2,7,2019-01-01 17:28:36
2019-09-19 16:14:09,A,69,2703,1,D96cf291b8b19c06f71184196a82606a0,1,64,2019-09-19 16:53:09
2021-07-06 14:52:52,B,59,1985,0,Dc7614689fad517e79acd280bb8ad6054,3,24,2021-07-06 15:18:52
2024-10-12 09:16:40,C,65,388,0,D5f5fad8637b76f1f2ca653b44907b803,1,8,2024-10-12 09:46:40
2024-06-12 02:13:22,B,61,1072,1,D045cbc0c7396796e7804c70f84fd1966,1,3,2024-06-12 03:06:22
2019-03-04 18:26:27,C,80,1957,1,D8fd7de0a4cf4236caa897d0ca4704fc0,1,18,2019-03-04 19:00:27
2021-02-06 23:04:45,C,27,3475,0,D8fd7de0a4cf4236caa897d0ca4704fc0,2,11,2021-02-06 23:35:45
2021-02-14 21:10:39,C,31,2630,1,D2f01ba516c557d564e170bf88c898a95,3,76,2021-02-14 21:45:39
2024-07-23 19:21:24,A,66,235,1,D0a3e9fa449fe2c22eaae8d85dcda8503,2,78,2024-07-23 20:07:24
2019-03-23 08:48:19,A,42,291,1,D7ffb2f8acc2bc7257c287fe1b418ee2c,2,24,2019-03-23 09:04:19
2019-03-25 04:12:29,C,24,196,0,D931618eeb0889539e26c8ffa6ccb3240,3,58,2019-03-25 04:40:29
2021-10-04 05:44:59,B,16,1588,1,D4917d3b368b719cfd0fb10c4695853cc,2,7,2021-10-04 06:06:59
2023-05-02 22:41:29,C,65,1984,1,Db055c1224aeaa16c6d9f85d849116fbc,2,50,2023-05-02 22:50:29
2023-12-22 12:10:06,B,27,2900,1,D77275ad983b1e6c5830451e1c96286c0,3,76,2023-12-22 13:03:06
2020-02-10 18:39:22,A,80,201,1,D020cb6ffe02694a533fdf21aaf26b65f,2,58,2020-02-10 19:34:22
2022-09-29 01:05:54,C,35,2040,1,D2ffcc0a7cd35e1f980f7e0e19f02aed7,3,77,2022-09-29 01:56:54
2021-04-17 06:56:02,C,59,2328,1,Dc28e1823518b6bc8703c50cfc6b1d38f,3,33,2021-04-17 07:28:02
2023-11-01 19:35:40,A,76,1752,1,Dfca5583cf95ef0a278cc0afc279335b1,1,72,2023-11-01 19:43:40
2023-03-25 07:10:13,B,78,2702,1,D11c3c483cdbbf9bd4c54a7f2369dbb4c,2,73,2023-03-25 07:32:13
2024-11-01 18:41:22,C,16,2741,0,D4b0d18f640d880e9c5b78e756c0ad36b,1,30,2024-11-01 19:33:22
2023-09-11 04:08:46,A,44,2785,1,D95f635b4a33477a37f82e842ad3e8c32,3,57,2023-09-11 04:28:46
2021-02-09 03:49:32,B,20,2667,0,Db44e8c77e450d1623d674d5c33601414,1,40,2021-02-09 04:32:32
2023-06-19 20:01:22,B,30,1827,1,Dc7614689fad517e79acd280bb8ad6054,2,35,2023-06-19 20:46:22
2022-12-19 14:52:18,C,79,1522,1,Ddd40e83f8fdc70bcaea04007a88914e6,2,35,2022-12-19 15:39:18
2022-09-05 18:50:11,B,24,381,1,D6da70e128c2a048a20cd166ec6bd08f6,1,64,2022-09-05 19:04:11
2024-10-12 12:52:27,A,48,2867,0,D17214b02c38c0b851238ee6fe931496b,1,45,2024-10-12 13:47:27
2019-10-29 01:25:48,C,56,3476,0,D7d542d290ed22c6f67fcbd9cd626c656,1,35,2019-10-29 01:43:48
2019-01-17 06:32:34,B,4,1751,1,Db3e91fb1c12b309d28c1e5a38d75c51c,1,16,2019-01-17 06:45:34
